Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,09-January-25,"Cumulative Generation
during Jan 2025"
ADANI RENEWABLE ENERGY FOUR PVT LTD,Rajasthan,Private,IPP,Solar,50.00,0.32,2.66
M/S ADANI SOLAR ENERGY JODHPUR TWO LTD,Rajasthan,Private,IPP,Solar,50.00,0.33,2.79
AZURE POWER FORTY ONE PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.00,17.18
M/S. ONEVOLT ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.58,4.27
MEGA SOILS RENEWABLE PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,250.00,1.67,14.11
MEGA SURYAURJA PVT LTD,Rajasthan,Private,IPP,Solar,250.00,1.53,12.75
RENEW SOLAR ENERGY (JHARKHAND THREE) PVT LTD,Rajasthan,Private,IPP,Solar,300.00,1.98,16.96
RENEW SOLAR POWER PVT LTD,Rajasthan,Private,IPP,Solar,50.00,0.33,2.81
RENEW SOLAR POWER PVT LTD. BIKANER,Rajasthan,Private,IPP,Solar,250.00,1.54,11.96
RENEW SOLAR URJA PVT LTD,Rajasthan,Private,IPP,Solar,300.00,1.96,16.72
RENEW SUN BRIGHT PVT LTD,Rajasthan,Private,IPP,Solar,300.00,1.95,16.52
RENEW SUN WAVES PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.96,16.72
RENEW SURYA AAYAN PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.00,18.47
RENEW SURYA PRATAP PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,200.00,1.29,10.86
RENEW SURYA RAVI PVT LTD,Rajasthan,Private,IPP,Solar,300.00,1.76,13.20
RENEW SURYA ROSHNI PVT LTD,Rajasthan,Private,IPP,Solar,400.00,2.45,20.67
RENEW SURYA VIHAAN PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.65,5.45
RISING SUN ENERGY (K) PVT LTD,Rajasthan,Private,IPP,Solar,164.00,1.27,10.54
SB ENERGY FOUR PVT LTD,Rajasthan,Private,IPP,Solar,200.00,1.23,10.84
SB ENERGY SIX PRIVATE LTD.,Rajasthan,Private,IPP,Solar,300.00,1.96,16.70
TATA POWER GREEN ENERGY LIMITED,Rajasthan,Private,IPP,Solar,225.00,1.28,9.81
TATA POWER RENEWABLE ENERGY LTD,Rajasthan,Private,IPP,Solar,300.00,1.84,16.12
TATA POWER SAURYA LIMITED,Rajasthan,Private,IPP,Solar,110.00,0.61,4.74
THAR SURYA 1 PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.97,14.89
TRANSITION RENEWABLE ENERGY,Rajasthan,Private,IPP,Solar,150.00,0.52,3.80
ADANI HYBRID ENERGY JAISALMER FOUR LTD SOLAR,Rajasthan,Private,IPP,Solar,600.00,4.41,36.92
ADANI HYBRID ENERGY JAISALMER FOUR LTD WIND,Rajasthan,Private,IPP,Wind,510.00,1.53,16.01
ADANI HYBRID ENERGY JAISALMER ONE LIMITED SOLAR,Rajasthan,Private,IPP,Solar,360.00,2.63,22.37
ADANI HYBRID ENERGY JAISALMER ONE LIMITED WIND,Rajasthan,Private,IPP,Wind,101.00,0.31,3.46
ADANI HYBRID ENERGY JAISALMER THREE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.04,17.40
ADANI HYBRID ENERGY JAISALMER THREE LIMITED WIND,Rajasthan,Private,IPP,Wind,75.00,0.24,2.68
ADANI HYBRID ENERGY JAISALMER TWO LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.15,18.01
ADANI HYBRID ENERGY JAISALMER TWO LIMITED WIND,Rajasthan,Private,IPP,Wind,75.00,0.23,2.59
ADANI JAISALMER ONE SEPL SOLAR,Rajasthan,Private,IPP,Solar,422.00,3.00,25.56
ADANI JAISALMER ONE SEPL WIND,Rajasthan,Private,IPP,Wind,105.00,0.30,3.61
SERENTICA RENEWABLES INDIA 4 PRIVATE LIMITED_BKN2,Rajasthan,Private,IPP,Solar,125.00,1.15,8.62
TRANSITION GREEN ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.55,4.16
TRANSITION SUSTAINABLE ENERGY SERVICES PVT LTD,Rajasthan,Private,IPP,Solar,100.00,0.28,2.14
AMP Green Energy Five Pvt Ltd,Rajasthan,Private,IPP,Solar,100.00,0.59,4.82
Adani Green Energy Twenty Five Ltd,Rajasthan,Private,IPP,Solar,250.00,1.72,14.16
Juniper Green Cosmic Pvt Ltd,Rajasthan,Private,IPP,Solar,100.00,0.67,5.13
ACME DEOGHAR SOLAR POWER PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.00,17.05
ACME PHALODI SOLAR ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.95,16.79
TRANSITION SUSTAINABLE ENERGY SERVICES ONE PVT LTD,Rajasthan,Private,IPP,Solar,45.00,0.27,2.19
SERENTICA RENEWABLES INDIA 5 PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,220.00,1.12,7.75
ACME RAISAR SOLAR ENERGY PRIVATE LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,300.00,1.92,16.31
ACME DHAULPUR POWERTECH PRIVATE LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,300.00,1.87,15.25
ADANI GREEN ENERGY TWENTY FOUR LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,345.00,1.44,9.92
AGE25AL_PSS2_KPS1_SI,Gujarat,Private,IPP,Solar,224.65,1.91,16.28
AGE25BL_PSS2_KPS1_SI,Gujarat,Private,IPP,Solar,237.00,0.42,3.87
AGE26AL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,62.50,0.00,0.00
AGE26BL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,100.10,0.55,4.96
ARE55L_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,187.50,0.90,7.67
AREH4L_PSS1_KPS1,Gujarat,Private,IPP,Solar,1000.00,7.11,60.69
ARINSUN SOLAR (BARSAITADESH),Madhya Pradesh,Private,IPP,Solar,250.00,1.53,11.76
ATHENA SOLAR,Madhya Pradesh,Private,IPP,Solar,250.00,1.50,11.50
AVAADA_AGAR_RUMS_S,Madhya Pradesh,Private,IPP,Solar,200.00,1.47,10.99
BEEMPOW_AGAR_RUMS_S,Madhya Pradesh,Private,IPP,Solar,350.00,2.38,17.19
ESPL_RSP SOLAR,Gujarat,Private,IPP,Solar,200.00,1.19,11.81
GANDHAR SOLAR,Gujarat,Private,IPP,Solar,20.00,0.13,1.18
GIPCL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.58,5.38
GSEC 2,Gujarat,Private,IPP,Solar,100.00,0.46,4.06
GSECL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.36,3.15
KAWAS SOLAR,Gujarat,Central,NTPC,Solar,56.00,0.27,2.56
MAHINDRA SOLAR (BADWAR),Madhya Pradesh,Private,IPP,Solar,250.00,1.41,10.80
MASAYA SOLAR,Madhya Pradesh,Private,IPP,Solar,300.00,2.09,17.08
SGEL_RSP_S,Gujarat,Private,IPP,Solar,75.00,0.64,5.84
SHERISHA RAIPUR,Chhattisgarh,Private,IPP,Solar,50.00,0.30,2.72
SOLAPUR SOLAR PV PROJECT,Maharashtra,Central,NTPC,Solar,10.00,0.00,0.05
TPREL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.69,6.00
ADANI WIND ENERGY KUTCHH FOUR LTD,Gujarat,Private,IPP,Wind,203.70,0.92,15.13
ALFANAR WIND (NANAVALKA),Gujarat,Private,IPP,Wind,300.00,0.35,13.40
APRAAVA ENERGY PRIVATE LIMITED (AEPL),Gujarat,Private,IPP,Wind,201.60,1.54,18.39
ASIPL WIND (BARANDA),Gujarat,Private,IPP,Wind,166.00,0.44,10.34
AWEK1L WIND (RATADIYA),Gujarat,Private,IPP,Wind,425.00,0.64,23.73
AWEKFL WIND (RATADIYA),Gujarat,Private,IPP,Wind,130.00,0.14,6.01
AWEMP1PL_PTNGR_IDR_W,Gujarat,Private,IPP,Wind,324.00,2.62,11.45
CPTTNPL WIND (DAYAPAR),Gujarat,Private,IPP,Wind,126.00,0.09,2.60
GIWEL-II WIND (VADVA),Gujarat,Private,IPP,Wind,250.00,0.86,12.31
GIWEL-III WIND (NARANPAR),Gujarat,Private,IPP,Wind,300.00,0.88,13.81
IGESL_DAYAPAR_BHUJ_W,Gujarat,Private,IPP,Wind,250.00,0.90,18.34
NETRA_KOTDA_BHUJ_W,Gujarat,Private,IPP,Wind,161.10,0.47,11.54
NTPC_REL_DYPR_BHUJ_W,Gujarat,Private,IPP,Wind,50.00,0.02,0.77
OEPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,50.00,0.15,2.41
OKWPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,250.00,0.75,14.41
POWERICA WIND,Gujarat,Private,IPP,Wind,50.60,0.28,3.08
RENEW AP2 WIND (GHADSISA),Gujarat,Private,IPP,Wind,300.00,1.23,12.52
RENEW WIND (BHUVAD),Gujarat,Private,IPP,Wind,230.00,0.64,11.77
SITAC WIND,Gujarat,Private,IPP,Wind,300.00,0.50,15.90
SRIJAN WIND,Gujarat,Private,IPP,Wind,148.50,0.12,5.37
TORRENT SOLARGEN LIMITED,Gujarat,Private,IPP,Wind,115.00,0.82,8.80
TPSOURY KWAI NMCH SI,Madhya Pradesh,Private,IPP,Solar,140.00,1.11,8.94
TPSOURY BRVD NMCH,Madhya Pradesh,Private,IPP,Solar,160.00,1.10,8.73
ARE41L PSS3 KPSI,Gujarat,Private,IPP,Wind,249.60,0.05,11.46
ACL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,200.00,0.49,7.33
BEETAM(TUTICORIN),Tamil Nadu,Private,IPP,Wind,220.00,0.97,12.65
GREEN INFRA,Tamil Nadu,Private,IPP,Wind,250.00,1.20,15.93
HIRITUR OSTRO,Tamil Nadu,Private,IPP,Wind,300.00,2.46,22.14
JSW RENEW ENERGY TWO LTD,Tamil Nadu,Private,IPP,Wind,130.00,1.92,23.42
KARUR_JSWRETWO_W,Tamil Nadu,Private,IPP,Wind,51.00,0.42,-1.32
KOPPAL_AYANASIX_W,Karnataka,Private,IPP,Wind,50.00,2.18,14.82
KOPPAL_RENEWROSHNI_W,Karnataka,Private,IPP,Wind,73.00,2.68,17.35
MYTRA,Tamil Nadu,Private,IPP,Wind,250.00,0.69,9.78
ORANGE,Tamil Nadu,Private,IPP,Wind,200.00,0.80,10.32
PGLR_SREPL,Tamil Nadu,Private,IPP,Wind,300.00,0.33,3.21
TUTICORINJSWRENEWW,Tamil Nadu,Private,IPP,Wind,51.00,0.79,11.94
GRT,Tamil Nadu,Private,IPP,Solar,150.00,0.78,7.82
NTPC ETTAYAPURAM SOLAR PLANT,Tamil Nadu,Central,NTPC,Solar,230.00,1.35,12.82
RAMANGUNDAM SOLAR,Telangana,Central,NTPC,Solar,100.00,1.37,12.33
SIMHADRI SOLAR,Andhra Pradesh,Central,NTPC,Solar,25.00,0.03,0.27
KOPPAL RENEWOJAS Wind,Tamil Nadu,Private,IPP,Wind,277.00,2.99,20.85
KOPPAL SRI1PL,Karnataka,Private,IPP,Solar,120.00,1.13,10.15
IRCON SOLAR,Karnataka,Private,IPP,Solar,50.00,-0.85,-4.20
GADAG_VENA_W,Karnataka,Private,IPP,Wind,133.00,0.90,5.94
GADAG_VENA_S,Karnataka,Private,IPP,Solar,31.00,0.00,0.00
KURNOOL_AMGREEN_W,Andhra Pradesh,Private,IPP,Wind,53.00,1.48,8.30
KOPPAL_RENEWOJAS_S,Karnataka,Private,IPP,Solar,81.00,0.51,4.50
ADANIAPSEVEN,Andhra Pradesh,Private,IPP,Solar,250.00,1.37,15.00
ACME (BIWADI),Andhra Pradesh,Private,IPP,Solar,50.00,0.29,4.06
ACME (HISAR),Andhra Pradesh,Private,IPP,Solar,50.00,0.29,4.08
ACME (KARNAL),Andhra Pradesh,Private,IPP,Solar,50.00,0.28,4.00
AYANA,Andhra Pradesh,Private,IPP,Solar,250.00,1.54,15.39
AZURE,Andhra Pradesh,Private,IPP,Solar,50.00,0.24,3.12
IGS 1,Andhra Pradesh,Private,IPP,Solar,50.00,0.27,3.96
IGS 2,Andhra Pradesh,Private,IPP,Solar,50.00,0.28,3.80
NTPC,Andhra Pradesh,Central,NTPC,Solar,250.00,0.99,10.31
TATA POWER,Andhra Pradesh,Private,IPP,Solar,100.00,0.48,6.93
SPRING ANGITRA,Andhra Pradesh,Private,IPP,Solar,250.00,1.32,13.95
All ADYAH,Karnataka,Private,IPP,Solar,300.00,2.28,20.40
AMPLUS PAVAGADA,Karnataka,Private,IPP,Solar,50.00,0.37,3.27
AMPLUS TUMKUR,Karnataka,Private,IPP,Solar,50.00,0.36,3.25
AVAADA SOLAR,Karnataka,Private,IPP,Solar,150.00,1.00,9.21
AVAADA SOLARISE,Karnataka,Private,IPP,Solar,150.00,1.05,9.43
AZURE POWER EARTH,Karnataka,Private,IPP,Solar,100.00,0.74,6.66
FORTUM FIN SURYA,Karnataka,Private,IPP,Solar,100.00,0.65,5.86
FORTUM SOLAR,Karnataka,Private,IPP,Solar,250.00,0.34,3.02
KREDL,Karnataka,Private,IPP,Solar,50.00,0.94,8.52
PARAMPUJYA,Karnataka,Private,IPP,Solar,150.00,0.34,3.04
RENEW TN2,Karnataka,Private,IPP,Solar,50.00,1.39,12.55
SBG ENERGY,Karnataka,Private,IPP,Solar,200.00,1.75,15.69
TATA RENEWABLES,Karnataka,Private,IPP,Solar,400.00,2.59,23.13
YARROW,Karnataka,Private,IPP,Solar,50.00,0.37,3.32
