Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,09-February-25,"Cumulative Generation
during Feb 2025"
M/S ADANI SOLAR ENERGY JODHPUR TWO LTD,Rajasthan,Private,IPP,Solar,50.00,0.34,3.11
AZURE POWER FORTY ONE PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.05,18.31
M/S. ONEVOLT ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.65,5.36
MEGA SOILS RENEWABLE PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,250.00,1.70,15.56
MEGA SURYAURJA PVT LTD,Rajasthan,Private,IPP,Solar,250.00,1.59,14.37
RENEW SOLAR ENERGY (JHARKHAND THREE) PVT LTD,Rajasthan,Private,IPP,Solar,300.00,2.02,18.36
RENEW SOLAR POWER PVT LTD,Rajasthan,Private,IPP,Solar,50.00,0.36,3.14
RENEW SOLAR POWER PVT LTD. BIKANER,Rajasthan,Private,IPP,Solar,250.00,1.72,14.10
RENEW SOLAR URJA PVT LTD,Rajasthan,Private,IPP,Solar,300.00,1.99,18.40
RENEW SUN BRIGHT PVT LTD,Rajasthan,Private,IPP,Solar,300.00,1.99,18.35
RENEW SUN WAVES PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.03,18.52
RENEW SURYA AAYAN PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.15,18.63
RENEW SURYA PRATAP PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,200.00,1.46,12.72
RENEW SURYA RAVI PVT LTD,Rajasthan,Private,IPP,Solar,300.00,1.99,16.23
RENEW SURYA ROSHNI PVT LTD,Rajasthan,Private,IPP,Solar,400.00,2.81,24.32
RENEW SURYA VIHAAN PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.70,6.08
RISING SUN ENERGY (K) PVT LTD,Rajasthan,Private,IPP,Solar,164.00,1.30,11.57
SB ENERGY FOUR PVT LTD,Rajasthan,Private,IPP,Solar,200.00,1.38,12.13
SB ENERGY SIX PRIVATE LTD.,Rajasthan,Private,IPP,Solar,300.00,2.08,18.84
TATA POWER GREEN ENERGY LIMITED,Rajasthan,Private,IPP,Solar,225.00,1.43,11.60
TATA POWER RENEWABLE ENERGY LTD,Rajasthan,Private,IPP,Solar,300.00,2.05,18.38
TATA POWER SAURYA LIMITED,Rajasthan,Private,IPP,Solar,110.00,0.67,5.44
THAR SURYA 1 PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.17,17.76
TRANSITION RENEWABLE ENERGY,Rajasthan,Private,IPP,Solar,150.00,0.58,4.67
ADANI HYBRID ENERGY JAISALMER FOUR LTD SOLAR,Rajasthan,Private,IPP,Solar,600.00,4.89,42.67
ADANI HYBRID ENERGY JAISALMER FOUR LTD WIND,Rajasthan,Private,IPP,Wind,510.00,0.86,27.16
ADANI HYBRID ENERGY JAISALMER ONE LIMITED SOLAR,Rajasthan,Private,IPP,Solar,360.00,2.71,24.02
ADANI HYBRID ENERGY JAISALMER ONE LIMITED WIND,Rajasthan,Private,IPP,Wind,101.00,0.14,5.34
ADANI HYBRID ENERGY JAISALMER THREE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.33,20.26
ADANI HYBRID ENERGY JAISALMER THREE LIMITED WIND,Rajasthan,Private,IPP,Wind,75.00,0.13,4.44
ADANI HYBRID ENERGY JAISALMER TWO LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.35,21.10
ADANI HYBRID ENERGY JAISALMER TWO LIMITED WIND,Rajasthan,Private,IPP,Wind,75.00,0.12,3.92
ADANI JAISALMER ONE SEPL SOLAR,Rajasthan,Private,IPP,Solar,422.00,3.07,27.79
ADANI JAISALMER ONE SEPL WIND,Rajasthan,Private,IPP,Wind,105.00,0.20,6.52
SERENTICA RENEWABLES INDIA 4 PRIVATE LIMITED_BKN2,Rajasthan,Private,IPP,Solar,125.00,1.26,10.52
TRANSITION GREEN ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.62,5.13
TRANSITION SUSTAINABLE ENERGY SERVICES PVT LTD,Rajasthan,Private,IPP,Solar,100.00,0.30,2.63
AMP Green Energy Five Pvt Ltd,Rajasthan,Private,IPP,Solar,100.00,0.64,7.08
Adani Green Energy Twenty Five Ltd,Rajasthan,Private,IPP,Solar,250.00,2.17,17.80
Juniper Green Cosmic Pvt Ltd,Rajasthan,Private,IPP,Solar,100.00,0.70,5.98
ACME DEOGHAR SOLAR POWER PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.28,19.87
ACME PHALODI SOLAR ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.24,19.31
TRANSITION SUSTAINABLE ENERGY SERVICES ONE PVT LTD,Rajasthan,Private,IPP,Solar,45.00,0.33,2.76
SERENTICA RENEWABLES INDIA 5 PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,220.00,1.30,10.74
ACME RAISAR SOLAR ENERGY PRIVATE LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,300.00,2.24,18.67
ACME DHAULPUR POWERTECH PRIVATE LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,300.00,2.23,18.76
ADANI GREEN ENERGY TWENTY FOUR LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,345.00,2.20,18.74
AGE25AL_PSS2_KPS1_SI,Gujarat,Private,IPP,Solar,224.65,2.38,21.13
AGE25BL_PSS2_KPS1_SI,Gujarat,Private,IPP,Solar,237.00,0.80,11.17
AGE26AL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,62.50,0.09,0.82
AGE26BL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,100.10,1.19,8.12
ARE55L_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,187.50,1.18,10.45
AREH4L_PSS1_KPS1,Gujarat,Private,IPP,Solar,1000.00,8.24,71.30
ARINSUN SOLAR (BARSAITADESH),Madhya Pradesh,Private,IPP,Solar,250.00,1.82,14.91
ATHENA SOLAR,Madhya Pradesh,Private,IPP,Solar,250.00,1.82,14.61
AVAADA_AGAR_RUMS_S,Madhya Pradesh,Private,IPP,Solar,200.00,1.49,12.25
BEEMPOW_AGAR_RUMS_S,Madhya Pradesh,Private,IPP,Solar,350.00,2.48,21.95
ESPL_RSP SOLAR,Gujarat,Private,IPP,Solar,200.00,1.52,13.03
GANDHAR SOLAR,Gujarat,Private,IPP,Solar,20.00,0.13,1.21
GIPCL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.77,6.62
GSEC 2,Gujarat,Private,IPP,Solar,100.00,0.52,4.54
GSECL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,1.21,5.09
KAWAS SOLAR,Gujarat,Central,NTPC,Solar,56.00,0.31,2.96
MAHINDRA SOLAR (BADWAR),Madhya Pradesh,Private,IPP,Solar,250.00,2.16,14.69
MASAYA SOLAR,Madhya Pradesh,Private,IPP,Solar,300.00,1.79,17.13
SGEL_RSP_S,Gujarat,Private,IPP,Solar,75.00,0.74,6.40
SHERISHA RAIPUR,Chhattisgarh,Private,IPP,Solar,50.00,0.32,2.53
SOLAPUR SOLAR PV PROJECT,Maharashtra,Central,NTPC,Solar,10.00,0.05,0.17
TPREL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.76,6.55
ADANI WIND ENERGY KUTCHH FOUR LTD,Gujarat,Private,IPP,Wind,203.70,0.36,17.57
ALFANAR WIND (NANAVALKA),Gujarat,Private,IPP,Wind,300.00,0.31,13.03
APRAAVA ENERGY PRIVATE LIMITED (AEPL),Gujarat,Private,IPP,Wind,201.60,0.28,19.50
ASIPL WIND (BARANDA),Gujarat,Private,IPP,Wind,166.00,0.42,10.51
AWEK1L WIND (RATADIYA),Gujarat,Private,IPP,Wind,425.00,0.48,19.73
AWEKFL WIND (RATADIYA),Gujarat,Private,IPP,Wind,130.00,0.09,5.01
AWEMP1PL_PTNGR_IDR_W,Gujarat,Private,IPP,Wind,324.00,1.05,20.09
CPTTNPL WIND (DAYAPAR),Gujarat,Private,IPP,Wind,126.00,0.06,1.96
GIWEL-II WIND (VADVA),Gujarat,Private,IPP,Wind,250.00,0.28,15.33
GIWEL-III WIND (NARANPAR),Gujarat,Private,IPP,Wind,300.00,0.24,16.79
IGESL_DAYAPAR_BHUJ_W,Gujarat,Private,IPP,Wind,250.00,2.18,19.62
NETRA_KOTDA_BHUJ_W,Gujarat,Private,IPP,Wind,161.10,0.37,9.30
NTPC_REL_DYPR_BHUJ_W,Gujarat,Private,IPP,Wind,50.00,0.01,0.64
OEPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,50.00,0.06,2.54
OKWPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,250.00,0.33,15.98
POWERICA WIND,Gujarat,Private,IPP,Wind,50.60,0.04,3.02
RENEW AP2 WIND (GHADSISA),Gujarat,Private,IPP,Wind,300.00,0.45,20.60
RENEW WIND (BHUVAD),Gujarat,Private,IPP,Wind,230.00,0.32,13.29
SITAC WIND,Gujarat,Private,IPP,Wind,300.00,0.38,15.11
SRIJAN WIND,Gujarat,Private,IPP,Wind,148.50,0.06,4.50
TORRENT SOLARGEN LIMITED,Gujarat,Private,IPP,Wind,115.00,0.13,8.31
TPSOURY KWAI NMCH SI,Madhya Pradesh,Private,IPP,Solar,140.00,1.31,10.98
TPSOURY BRVD NMCH,Madhya Pradesh,Private,IPP,Solar,160.00,1.26,10.54
ARE41L PSS3 KPSI,Gujarat,Private,IPP,Wind,249.60,0.39,12.32
ACL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,200.00,1.50,12.91
BEETAM(TUTICORIN),Tamil Nadu,Private,IPP,Wind,220.00,2.48,10.89
GREEN INFRA,Tamil Nadu,Private,IPP,Wind,250.00,2.33,12.26
HIRITUR OSTRO,Tamil Nadu,Private,IPP,Wind,300.00,2.46,16.73
JSW RENEW ENERGY TWO LTD,Tamil Nadu,Private,IPP,Wind,130.00,3.65,18.21
KARUR_JSWRETWO_W,Tamil Nadu,Private,IPP,Wind,51.00,0.87,6.04
KOPPAL_AYANASIX_W,Karnataka,Private,IPP,Wind,50.00,0.20,2.04
KOPPAL_RENEWROSHNI_W,Karnataka,Private,IPP,Wind,73.00,2.14,14.70
MYTRA,Tamil Nadu,Private,IPP,Wind,250.00,1.66,5.36
ORANGE,Tamil Nadu,Private,IPP,Wind,200.00,1.62,7.62
PGLR_SREPL,Tamil Nadu,Private,IPP,Wind,300.00,0.86,4.83
TUTICORINJSWRENEWW,Tamil Nadu,Private,IPP,Wind,51.00,2.36,10.58
GRT,Tamil Nadu,Private,IPP,Solar,150.00,0.96,8.46
NTPC ETTAYAPURAM SOLAR PLANT,Tamil Nadu,Central,NTPC,Solar,230.00,1.65,13.54
RAMANGUNDAM SOLAR,Telangana,Central,NTPC,Solar,100.00,0.42,4.96
SIMHADRI SOLAR,Andhra Pradesh,Central,NTPC,Solar,25.00,0.17,1.53
KOPPAL RENEWOJAS Wind,Tamil Nadu,Private,IPP,Wind,277.00,2.23,17.71
KOPPAL SRI1PL,Karnataka,Private,IPP,Solar,120.00,1.12,11.00
IRCON SOLAR,Karnataka,Private,IPP,Solar,50.00,-1.02,-5.43
GADAG_VENA_W,Karnataka,Private,IPP,Wind,133.00,0.96,7.90
GADAG_VENA_S,Karnataka,Private,IPP,Solar,31.00,-0.12,-0.76
KURNOOL_AMGREEN_W,Andhra Pradesh,Private,IPP,Wind,53.00,1.76,13.59
KOPPAL_RENEWOJAS_S,Karnataka,Private,IPP,Solar,81.00,0.52,4.87
GADAG_RSPPL_W,Tamil Nadu,Private,IPP,Wind,66.00,0.83,5.60
GADAG_GREENINFRA_W,Tamil Nadu,Private,IPP,Wind,55.00,0.41,3.48
ADANIAPSEVEN,Andhra Pradesh,Private,IPP,Solar,250.00,1.79,16.00
ACME (BIWADI),Andhra Pradesh,Private,IPP,Solar,50.00,0.33,2.68
ACME (HISAR),Andhra Pradesh,Private,IPP,Solar,50.00,0.34,3.29
ACME (KARNAL),Andhra Pradesh,Private,IPP,Solar,50.00,0.32,3.11
AYANA,Andhra Pradesh,Private,IPP,Solar,250.00,1.83,17.33
AZURE,Andhra Pradesh,Private,IPP,Solar,50.00,0.27,2.67
IGS 1,Andhra Pradesh,Private,IPP,Solar,50.00,0.32,3.10
IGS 2,Andhra Pradesh,Private,IPP,Solar,50.00,0.32,3.27
NTPC,Andhra Pradesh,Central,NTPC,Solar,250.00,1.18,11.53
TATA POWER,Andhra Pradesh,Private,IPP,Solar,100.00,0.32,4.65
SPRING ANGITRA,Andhra Pradesh,Private,IPP,Solar,250.00,2.00,16.52
All ADYAH,Karnataka,Private,IPP,Solar,300.00,2.27,21.82
AMPLUS PAVAGADA,Karnataka,Private,IPP,Solar,50.00,0.37,3.54
AMPLUS TUMKUR,Karnataka,Private,IPP,Solar,50.00,0.37,3.53
AVAADA SOLAR,Karnataka,Private,IPP,Solar,150.00,1.06,10.11
AVAADA SOLARISE,Karnataka,Private,IPP,Solar,150.00,1.06,10.16
AZURE POWER EARTH,Karnataka,Private,IPP,Solar,100.00,0.75,6.61
FORTUM FIN SURYA,Karnataka,Private,IPP,Solar,100.00,0.66,6.32
FORTUM SOLAR,Karnataka,Private,IPP,Solar,250.00,0.34,3.26
KREDL,Karnataka,Private,IPP,Solar,50.00,0.76,7.29
PARAMPUJYA,Karnataka,Private,IPP,Solar,150.00,0.36,3.17
RENEW TN2,Karnataka,Private,IPP,Solar,50.00,1.44,13.43
SBG ENERGY,Karnataka,Private,IPP,Solar,200.00,1.79,16.93
TATA RENEWABLES,Karnataka,Private,IPP,Solar,400.00,2.60,24.39
YARROW,Karnataka,Private,IPP,Solar,50.00,0.37,3.54
