Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,14-February-25,"Cumulative Generation
during Feb 2025"
GIWEL-III WIND (NARANPAR),Gujarat,Private,IPP,Wind,300.00,1.02,20.69
IGESL_DAYAPAR_BHUJ_W,Gujarat,Private,IPP,Wind,250.00,2.18,27.36
NETRA_KOTDA_BHUJ_W,Gujarat,Private,IPP,Wind,161.10,0.68,12.06
NTPC_REL_DYPR_BHUJ_W,Gujarat,Private,IPP,Wind,50.00,0.20,1.29
OEPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,50.00,0.11,2.81
OKWPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,250.00,0.70,18.00
POWERICA WIND,Gujarat,Private,IPP,Wind,50.60,0.19,3.14
RENEW AP2 WIND (GHADSISA),Gujarat,Private,IPP,Wind,300.00,1.09,25.27
RENEW WIND (BHUVAD),Gujarat,Private,IPP,Wind,230.00,0.66,14.42
SITAC WIND,Gujarat,Private,IPP,Wind,300.00,2.42,22.66
SRIJAN WIND,Gujarat,Private,IPP,Wind,148.50,0.56,6.01
TORRENT SOLARGEN LIMITED,Gujarat,Private,IPP,Wind,115.00,0.48,8.66
TPSOURY KWAI NMCH SI,Madhya Pradesh,Private,IPP,Solar,140.00,1.26,17.31
TPSOURY BRVD NMCH,Madhya Pradesh,Private,IPP,Solar,160.00,1.23,16.57
ARE41L PSS3 KPSI,Gujarat,Private,IPP,Wind,249.60,1.88,17.88
ACL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,200.00,1.62,20.47
BEETAM(TUTICORIN),Tamil Nadu,Private,IPP,Wind,220.00,0.27,15.35
GREEN INFRA,Tamil Nadu,Private,IPP,Wind,250.00,0.34,15.38
HIRITUR OSTRO,Tamil Nadu,Private,IPP,Wind,300.00,2.46,29.03
JSW RENEW ENERGY TWO LTD,Tamil Nadu,Private,IPP,Wind,130.00,0.43,24.25
KARUR_JSWRETWO_W,Tamil Nadu,Private,IPP,Wind,51.00,0.44,8.76
KOPPAL_AYANASIX_W,Karnataka,Private,IPP,Wind,50.00,0.20,3.00
KOPPAL_RENEWROSHNI_W,Karnataka,Private,IPP,Wind,73.00,0.30,18.15
MYTRA,Tamil Nadu,Private,IPP,Wind,250.00,0.20,10.13
ORANGE,Tamil Nadu,Private,IPP,Wind,200.00,0.23,10.11
PGLR_SREPL,Tamil Nadu,Private,IPP,Wind,300.00,0.36,6.95
TUTICORINJSWRENEWW,Tamil Nadu,Private,IPP,Wind,51.00,0.57,14.31
GRT,Tamil Nadu,Private,IPP,Solar,150.00,1.19,13.49
NTPC ETTAYAPURAM SOLAR PLANT,Tamil Nadu,Central,NTPC,Solar,230.00,1.88,21.64
RAMANGUNDAM SOLAR,Telangana,Central,NTPC,Solar,100.00,0.64,7.89
SIMHADRI SOLAR,Andhra Pradesh,Central,NTPC,Solar,25.00,0.00,1.84
KOPPAL RENEWOJAS Wind,Tamil Nadu,Private,IPP,Wind,277.00,0.88,22.70
KOPPAL SRI1PL,Karnataka,Private,IPP,Solar,120.00,1.06,17.00
IRCON SOLAR,Karnataka,Private,IPP,Solar,50.00,1.04,-4.60
GADAG_VENA_W,Karnataka,Private,IPP,Wind,133.00,0.22,10.31
GADAG_VENA_S,Karnataka,Private,IPP,Solar,31.00,0.13,-0.87
KURNOOL_AMGREEN_W,Andhra Pradesh,Private,IPP,Wind,53.00,0.31,19.18
KOPPAL_RENEWOJAS_S,Karnataka,Private,IPP,Solar,81.00,0.53,7.58
GADAG_RSPPL_W,Tamil Nadu,Private,IPP,Wind,66.00,0.16,7.28
GADAG_GREENINFRA_W,Tamil Nadu,Private,IPP,Wind,55.00,0.06,4.36
ADANIAPSEVEN,Andhra Pradesh,Private,IPP,Solar,250.00,1.86,25.43
ACME (BIWADI),Andhra Pradesh,Private,IPP,Solar,50.00,0.36,3.88
ACME (HISAR),Andhra Pradesh,Private,IPP,Solar,50.00,0.37,4.51
ACME (KARNAL),Andhra Pradesh,Private,IPP,Solar,50.00,0.35,4.27
AYANA,Andhra Pradesh,Private,IPP,Solar,250.00,1.89,26.87
AZURE,Andhra Pradesh,Private,IPP,Solar,50.00,0.30,3.91
IGS 1,Andhra Pradesh,Private,IPP,Solar,50.00,0.35,4.57
IGS 2,Andhra Pradesh,Private,IPP,Solar,50.00,0.36,4.75
NTPC,Andhra Pradesh,Central,NTPC,Solar,250.00,1.23,17.25
TATA POWER,Andhra Pradesh,Private,IPP,Solar,100.00,0.61,7.43
SPRING ANGITRA,Andhra Pradesh,Private,IPP,Solar,250.00,1.75,20.35
All ADYAH,Karnataka,Private,IPP,Solar,300.00,2.31,31.75
AMPLUS PAVAGADA,Karnataka,Private,IPP,Solar,50.00,0.38,5.50
AMPLUS TUMKUR,Karnataka,Private,IPP,Solar,50.00,0.38,5.49
AVAADA SOLAR,Karnataka,Private,IPP,Solar,150.00,1.06,15.70
AVAADA SOLARISE,Karnataka,Private,IPP,Solar,150.00,1.09,15.85
AZURE POWER EARTH,Karnataka,Private,IPP,Solar,100.00,0.76,10.53
FORTUM FIN SURYA,Karnataka,Private,IPP,Solar,100.00,0.67,9.32
FORTUM SOLAR,Karnataka,Private,IPP,Solar,250.00,0.35,5.06
KREDL,Karnataka,Private,IPP,Solar,50.00,0.78,10.76
PARAMPUJYA,Karnataka,Private,IPP,Solar,150.00,0.38,5.09
RENEW TN2,Karnataka,Private,IPP,Solar,50.00,1.44,20.92
SBG ENERGY,Karnataka,Private,IPP,Solar,200.00,1.83,25.99
TATA RENEWABLES,Karnataka,Private,IPP,Solar,400.00,2.68,38.21
YARROW,Karnataka,Private,IPP,Solar,50.00,0.38,5.50
