Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,19-January-25,"Cumulative Generation
during Jan 2025"
TATA POWER RENEWABLE ENERGY LTD,Rajasthan,Private,IPP,Solar,300.00,1.78,32.93
TATA POWER SAURYA LIMITED,Rajasthan,Private,IPP,Solar,110.00,0.51,9.26
THAR SURYA 1 PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.59,28.96
TRANSITION RENEWABLE ENERGY,Rajasthan,Private,IPP,Solar,150.00,0.39,7.18
ADANI HYBRID ENERGY JAISALMER FOUR LTD SOLAR,Rajasthan,Private,IPP,Solar,600.00,4.21,74.28
ADANI HYBRID ENERGY JAISALMER FOUR LTD WIND,Rajasthan,Private,IPP,Wind,510.00,2.45,52.98
ADANI HYBRID ENERGY JAISALMER ONE LIMITED SOLAR,Rajasthan,Private,IPP,Solar,360.00,2.48,45.00
ADANI HYBRID ENERGY JAISALMER ONE LIMITED WIND,Rajasthan,Private,IPP,Wind,101.00,0.44,11.03
ADANI HYBRID ENERGY JAISALMER THREE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.94,35.14
ADANI HYBRID ENERGY JAISALMER THREE LIMITED WIND,Rajasthan,Private,IPP,Wind,75.00,0.37,8.58
ADANI HYBRID ENERGY JAISALMER TWO LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.82,36.81
ADANI HYBRID ENERGY JAISALMER TWO LIMITED WIND,Rajasthan,Private,IPP,Wind,75.00,0.36,8.02
ADANI JAISALMER ONE SEPL SOLAR,Rajasthan,Private,IPP,Solar,422.00,2.90,53.34
ADANI JAISALMER ONE SEPL WIND,Rajasthan,Private,IPP,Wind,105.00,0.56,11.85
SERENTICA RENEWABLES INDIA 4 PRIVATE LIMITED_BKN2,Rajasthan,Private,IPP,Solar,125.00,0.90,16.60
TRANSITION GREEN ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.43,7.97
TRANSITION SUSTAINABLE ENERGY SERVICES PVT LTD,Rajasthan,Private,IPP,Solar,100.00,0.22,4.10
AMP Green Energy Five Pvt Ltd,Rajasthan,Private,IPP,Solar,100.00,0.50,9.62
Adani Green Energy Twenty Five Ltd,Rajasthan,Private,IPP,Solar,250.00,1.49,28.57
Juniper Green Cosmic Pvt Ltd,Rajasthan,Private,IPP,Solar,100.00,0.57,10.08
ACME DEOGHAR SOLAR POWER PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.92,34.53
ACME PHALODI SOLAR ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.94,34.23
TRANSITION SUSTAINABLE ENERGY SERVICES ONE PVT LTD,Rajasthan,Private,IPP,Solar,45.00,0.22,4.12
SERENTICA RENEWABLES INDIA 5 PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,220.00,0.90,15.51
ACME RAISAR SOLAR ENERGY PRIVATE LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,300.00,1.90,34.54
ACME DHAULPUR POWERTECH PRIVATE LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,300.00,1.87,32.39
ADANI GREEN ENERGY TWENTY FOUR LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,345.00,1.50,20.87
AGE25AL_PSS2_KPS1_SI,Gujarat,Private,IPP,Solar,224.65,6.25,48.84
AGE25BL_PSS2_KPS1_SI,Gujarat,Private,IPP,Solar,237.00,1.42,11.99
AGE26AL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,62.50,0.00,-0.02
AGE26BL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,100.10,1.80,12.70
ARE55L_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,187.50,-0.01,15.75
AREH4L_PSS1_KPS1,Gujarat,Private,IPP,Solar,1000.00,6.96,127.12
ARINSUN SOLAR (BARSAITADESH),Madhya Pradesh,Private,IPP,Solar,250.00,1.71,24.25
ATHENA SOLAR,Madhya Pradesh,Private,IPP,Solar,250.00,1.67,23.70
AVAADA_AGAR_RUMS_S,Madhya Pradesh,Private,IPP,Solar,200.00,1.33,21.50
BEEMPOW_AGAR_RUMS_S,Madhya Pradesh,Private,IPP,Solar,350.00,2.46,33.59
ESPL_RSP SOLAR,Gujarat,Private,IPP,Solar,200.00,0.01,21.93
GANDHAR SOLAR,Gujarat,Private,IPP,Solar,20.00,0.11,2.42
GIPCL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.63,10.80
GSEC 2,Gujarat,Private,IPP,Solar,100.00,0.39,8.49
GSECL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.33,7.29
KAWAS SOLAR,Gujarat,Central,NTPC,Solar,56.00,0.53,6.90
MAHINDRA SOLAR (BADWAR),Madhya Pradesh,Private,IPP,Solar,250.00,1.61,22.37
MASAYA SOLAR,Madhya Pradesh,Private,IPP,Solar,300.00,1.88,32.13
SGEL_RSP_S,Gujarat,Private,IPP,Solar,75.00,0.58,13.46
SHERISHA RAIPUR,Chhattisgarh,Private,IPP,Solar,50.00,0.30,5.27
SOLAPUR SOLAR PV PROJECT,Maharashtra,Central,NTPC,Solar,10.00,0.00,0.14
TPREL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.62,12.55
ADANI WIND ENERGY KUTCHH FOUR LTD,Gujarat,Private,IPP,Wind,203.70,0.76,38.46
ALFANAR WIND (NANAVALKA),Gujarat,Private,IPP,Wind,300.00,1.27,29.46
APRAAVA ENERGY PRIVATE LIMITED (AEPL),Gujarat,Private,IPP,Wind,201.60,0.72,45.70
ASIPL WIND (BARANDA),Gujarat,Private,IPP,Wind,166.00,1.20,24.20
AWEK1L WIND (RATADIYA),Gujarat,Private,IPP,Wind,425.00,2.21,55.97
AWEKFL WIND (RATADIYA),Gujarat,Private,IPP,Wind,130.00,0.40,13.44
AWEMP1PL_PTNGR_IDR_W,Gujarat,Private,IPP,Wind,324.00,2.68,39.20
CPTTNPL WIND (DAYAPAR),Gujarat,Private,IPP,Wind,126.00,0.30,3.45
GIWEL-II WIND (VADVA),Gujarat,Private,IPP,Wind,250.00,0.72,31.23
GIWEL-III WIND (NARANPAR),Gujarat,Private,IPP,Wind,300.00,0.67,33.52
IGESL_DAYAPAR_BHUJ_W,Gujarat,Private,IPP,Wind,250.00,2.18,40.14
NETRA_KOTDA_BHUJ_W,Gujarat,Private,IPP,Wind,161.10,1.53,27.82
NTPC_REL_DYPR_BHUJ_W,Gujarat,Private,IPP,Wind,50.00,0.04,1.67
OEPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,50.00,0.08,6.22
OKWPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,250.00,0.54,36.51
POWERICA WIND,Gujarat,Private,IPP,Wind,50.60,0.16,7.71
RENEW AP2 WIND (GHADSISA),Gujarat,Private,IPP,Wind,300.00,0.83,24.40
RENEW WIND (BHUVAD),Gujarat,Private,IPP,Wind,230.00,0.61,30.55
SITAC WIND,Gujarat,Private,IPP,Wind,300.00,1.22,34.30
SRIJAN WIND,Gujarat,Private,IPP,Wind,148.50,0.32,12.22
TORRENT SOLARGEN LIMITED,Gujarat,Private,IPP,Wind,115.00,-0.24,15.38
TPSOURY KWAI NMCH SI,Madhya Pradesh,Private,IPP,Solar,140.00,0.97,17.44
TPSOURY BRVD NMCH,Madhya Pradesh,Private,IPP,Solar,160.00,0.95,16.91
ARE41L PSS3 KPSI,Gujarat,Private,IPP,Wind,249.60,1.91,29.66
ACL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,200.00,0.00,15.32
BEETAM(TUTICORIN),Tamil Nadu,Private,IPP,Wind,220.00,0.96,31.00
GREEN INFRA,Tamil Nadu,Private,IPP,Wind,250.00,1.32,37.50
HIRITUR OSTRO,Tamil Nadu,Private,IPP,Wind,300.00,2.46,46.74
JSW RENEW ENERGY TWO LTD,Tamil Nadu,Private,IPP,Wind,130.00,0.07,53.19
KARUR_JSWRETWO_W,Tamil Nadu,Private,IPP,Wind,51.00,1.15,2.70
KOPPAL_AYANASIX_W,Karnataka,Private,IPP,Wind,50.00,0.51,32.01
KOPPAL_RENEWROSHNI_W,Karnataka,Private,IPP,Wind,73.00,1.11,37.91
MYTRA,Tamil Nadu,Private,IPP,Wind,250.00,0.56,24.31
ORANGE,Tamil Nadu,Private,IPP,Wind,200.00,0.78,24.73
PGLR_SREPL,Tamil Nadu,Private,IPP,Wind,300.00,0.06,6.03
TUTICORINJSWRENEWW,Tamil Nadu,Private,IPP,Wind,51.00,0.86,27.82
GRT,Tamil Nadu,Private,IPP,Solar,150.00,0.27,13.25
NTPC ETTAYAPURAM SOLAR PLANT,Tamil Nadu,Central,NTPC,Solar,230.00,0.50,22.10
RAMANGUNDAM SOLAR,Telangana,Central,NTPC,Solar,100.00,0.52,16.62
SIMHADRI SOLAR,Andhra Pradesh,Central,NTPC,Solar,25.00,0.03,0.57
KOPPAL RENEWOJAS Wind,Tamil Nadu,Private,IPP,Wind,277.00,1.73,47.05
KOPPAL SRI1PL,Karnataka,Private,IPP,Solar,120.00,0.36,19.03
IRCON SOLAR,Karnataka,Private,IPP,Solar,50.00,-0.53,-7.53
GADAG_VENA_W,Karnataka,Private,IPP,Wind,133.00,0.47,15.20
GADAG_VENA_S,Karnataka,Private,IPP,Solar,31.00,0.00,0.00
KURNOOL_AMGREEN_W,Andhra Pradesh,Private,IPP,Wind,53.00,0.00,20.80
KOPPAL_RENEWOJAS_S,Karnataka,Private,IPP,Solar,81.00,2.19,10.61
GADAG_RSPPL_W,Tamil Nadu,Private,IPP,Wind,66.00,0.00,0.30
ADANIAPSEVEN,Andhra Pradesh,Private,IPP,Solar,250.00,0.28,26.36
ACME (BIWADI),Andhra Pradesh,Private,IPP,Solar,50.00,0.05,7.07
ACME (HISAR),Andhra Pradesh,Private,IPP,Solar,50.00,0.05,6.22
ACME (KARNAL),Andhra Pradesh,Private,IPP,Solar,50.00,0.05,6.04
AYANA,Andhra Pradesh,Private,IPP,Solar,250.00,0.27,27.34
AZURE,Andhra Pradesh,Private,IPP,Solar,50.00,0.04,5.00
IGS 1,Andhra Pradesh,Private,IPP,Solar,50.00,0.05,5.97
IGS 2,Andhra Pradesh,Private,IPP,Solar,50.00,0.05,5.94
NTPC,Andhra Pradesh,Central,NTPC,Solar,250.00,0.12,17.56
TATA POWER,Andhra Pradesh,Private,IPP,Solar,100.00,0.08,10.48
SPRING ANGITRA,Andhra Pradesh,Private,IPP,Solar,250.00,0.25,24.85
All ADYAH,Karnataka,Private,IPP,Solar,300.00,1.39,37.41
AMPLUS PAVAGADA,Karnataka,Private,IPP,Solar,50.00,0.22,6.01
AMPLUS TUMKUR,Karnataka,Private,IPP,Solar,50.00,0.22,5.99
AVAADA SOLAR,Karnataka,Private,IPP,Solar,150.00,0.64,17.02
AVAADA SOLARISE,Karnataka,Private,IPP,Solar,150.00,0.59,17.24
AZURE POWER EARTH,Karnataka,Private,IPP,Solar,100.00,0.46,12.29
FORTUM FIN SURYA,Karnataka,Private,IPP,Solar,100.00,0.37,10.87
FORTUM SOLAR,Karnataka,Private,IPP,Solar,250.00,0.21,5.56
KREDL,Karnataka,Private,IPP,Solar,50.00,0.50,15.20
PARAMPUJYA,Karnataka,Private,IPP,Solar,150.00,0.18,5.58
RENEW TN2,Karnataka,Private,IPP,Solar,50.00,0.77,23.22
SBG ENERGY,Karnataka,Private,IPP,Solar,200.00,1.05,28.74
TATA RENEWABLES,Karnataka,Private,IPP,Solar,400.00,1.44,42.17
YARROW,Karnataka,Private,IPP,Solar,50.00,0.21,6.11
