Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,19-February-25,"Cumulative Generation
during Feb 2025"
BANDERWALA SOLAR PLANT LTD,Rajasthan,Private,IPP,Solar,300.00,1.12,33.02
CLEAN SOLAR POWER (BHADLA) PVT LDT,Rajasthan,Private,IPP,Solar,300.00,1.52,39.41
CLEAN SOLAR POWER (JODHPUR) PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,250.00,1.26,32.23
EDEN RENEWABLE CITE PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.59,40.51
GRIAN ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.40,11.53
ADANI RENEWABLE ENERGY FOUR PVT LTD,Rajasthan,Private,IPP,Solar,50.00,0.24,6.20
M/S ADANI SOLAR ENERGY JODHPUR TWO LTD,Rajasthan,Private,IPP,Solar,50.00,0.25,6.41
AZURE POWER FORTY ONE PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.42,37.54
M/S. ONEVOLT ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.39,11.17
MEGA SOILS RENEWABLE PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,250.00,1.20,32.14
MEGA SURYAURJA PVT LTD,Rajasthan,Private,IPP,Solar,250.00,1.14,29.72
RENEW SOLAR ENERGY (JHARKHAND THREE) PVT LTD,Rajasthan,Private,IPP,Solar,300.00,1.49,38.26
RENEW SOLAR POWER PVT LTD,Rajasthan,Private,IPP,Solar,50.00,0.25,6.56
RENEW SOLAR POWER PVT LTD. BIKANER,Rajasthan,Private,IPP,Solar,250.00,1.00,28.93
RENEW SOLAR URJA PVT LTD,Rajasthan,Private,IPP,Solar,300.00,1.50,38.33
RENEW SUN BRIGHT PVT LTD,Rajasthan,Private,IPP,Solar,300.00,1.47,38.26
RENEW SUN WAVES PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.54,38.49
RENEW SURYA AAYAN PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.74,38.91
RENEW SURYA PRATAP PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,200.00,1.20,26.63
RENEW SURYA RAVI PVT LTD,Rajasthan,Private,IPP,Solar,300.00,1.16,33.63
RENEW SURYA ROSHNI PVT LTD,Rajasthan,Private,IPP,Solar,400.00,2.32,50.85
RENEW SURYA VIHAAN PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.57,12.56
RISING SUN ENERGY (K) PVT LTD,Rajasthan,Private,IPP,Solar,164.00,0.91,24.03
SB ENERGY FOUR PVT LTD,Rajasthan,Private,IPP,Solar,200.00,0.71,23.68
SB ENERGY SIX PRIVATE LTD.,Rajasthan,Private,IPP,Solar,300.00,1.46,38.74
TATA POWER GREEN ENERGY LIMITED,Rajasthan,Private,IPP,Solar,225.00,0.82,23.52
TATA POWER RENEWABLE ENERGY LTD,Rajasthan,Private,IPP,Solar,300.00,1.29,37.81
TATA POWER SAURYA LIMITED,Rajasthan,Private,IPP,Solar,110.00,0.41,11.18
THAR SURYA 1 PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.23,36.72
TRANSITION RENEWABLE ENERGY,Rajasthan,Private,IPP,Solar,150.00,0.37,9.88
ADANI HYBRID ENERGY JAISALMER FOUR LTD SOLAR,Rajasthan,Private,IPP,Solar,600.00,3.02,88.79
ADANI HYBRID ENERGY JAISALMER FOUR LTD WIND,Rajasthan,Private,IPP,Wind,510.00,3.85,45.38
ADANI HYBRID ENERGY JAISALMER ONE LIMITED SOLAR,Rajasthan,Private,IPP,Solar,360.00,1.68,50.05
ADANI HYBRID ENERGY JAISALMER ONE LIMITED WIND,Rajasthan,Private,IPP,Wind,101.00,0.84,9.30
ADANI HYBRID ENERGY JAISALMER THREE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.46,42.04
ADANI HYBRID ENERGY JAISALMER THREE LIMITED WIND,Rajasthan,Private,IPP,Wind,75.00,0.78,7.36
ADANI HYBRID ENERGY JAISALMER TWO LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.70,44.05
ADANI HYBRID ENERGY JAISALMER TWO LIMITED WIND,Rajasthan,Private,IPP,Wind,75.00,0.58,6.86
ADANI JAISALMER ONE SEPL SOLAR,Rajasthan,Private,IPP,Solar,422.00,2.48,57.83
ADANI JAISALMER ONE SEPL WIND,Rajasthan,Private,IPP,Wind,105.00,0.72,10.59
SERENTICA RENEWABLES INDIA 4 PRIVATE LIMITED_BKN2,Rajasthan,Private,IPP,Solar,125.00,0.76,21.97
TRANSITION GREEN ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.40,10.71
TRANSITION SUSTAINABLE ENERGY SERVICES PVT LTD,Rajasthan,Private,IPP,Solar,100.00,0.20,5.46
AMP Green Energy Five Pvt Ltd,Rajasthan,Private,IPP,Solar,100.00,0.51,13.48
Adani Green Energy Twenty Five Ltd,Rajasthan,Private,IPP,Solar,250.00,0.55,40.62
Juniper Green Cosmic Pvt Ltd,Rajasthan,Private,IPP,Solar,100.00,0.39,12.28
ACME DEOGHAR SOLAR POWER PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.40,41.17
ACME PHALODI SOLAR ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.41,40.43
TRANSITION SUSTAINABLE ENERGY SERVICES ONE PVT LTD,Rajasthan,Private,IPP,Solar,45.00,0.20,5.71
SERENTICA RENEWABLES INDIA 5 PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,220.00,0.76,22.49
ACME RAISAR SOLAR ENERGY PRIVATE LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,300.00,1.39,39.06
ACME DHAULPUR POWERTECH PRIVATE LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,300.00,1.36,39.06
ADANI GREEN ENERGY TWENTY FOUR LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,345.00,1.50,41.51
AGE25AL_PSS2_KPS1_SI,Gujarat,Private,IPP,Solar,224.65,2.22,45.28
AGE25BL_PSS2_KPS1_SI,Gujarat,Private,IPP,Solar,237.00,1.22,30.02
AGE26AL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,62.50,0.11,1.79
AGE26BL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,100.10,1.36,21.90
ARE55L_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,187.50,1.27,22.26
AREH4L_PSS1_KPS1,Gujarat,Private,IPP,Solar,1000.00,8.23,149.68
ARINSUN SOLAR (BARSAITADESH),Madhya Pradesh,Private,IPP,Solar,250.00,1.66,31.96
ATHENA SOLAR,Madhya Pradesh,Private,IPP,Solar,250.00,1.61,31.49
AVAADA_AGAR_RUMS_S,Madhya Pradesh,Private,IPP,Solar,200.00,1.38,26.47
BEEMPOW_AGAR_RUMS_S,Madhya Pradesh,Private,IPP,Solar,350.00,2.26,44.41
ESPL_RSP SOLAR,Gujarat,Private,IPP,Solar,200.00,1.48,27.48
GANDHAR SOLAR,Gujarat,Private,IPP,Solar,20.00,0.13,2.83
GIPCL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.75,16.62
GSEC 2,Gujarat,Private,IPP,Solar,100.00,0.56,9.36
GSECL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.50,11.54
KAWAS SOLAR,Gujarat,Central,NTPC,Solar,56.00,0.35,7.46
MAHINDRA SOLAR (BADWAR),Madhya Pradesh,Private,IPP,Solar,250.00,1.55,31.23
MASAYA SOLAR,Madhya Pradesh,Private,IPP,Solar,300.00,2.13,37.98
SGEL_RSP_S,Gujarat,Private,IPP,Solar,75.00,0.72,15.80
SHERISHA RAIPUR,Chhattisgarh,Private,IPP,Solar,50.00,0.26,5.68
SOLAPUR SOLAR PV PROJECT,Maharashtra,Central,NTPC,Solar,10.00,0.00,0.35
TPREL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.80,16.45
ADANI WIND ENERGY KUTCHH FOUR LTD,Gujarat,Private,IPP,Wind,203.70,2.23,35.19
ALFANAR WIND (NANAVALKA),Gujarat,Private,IPP,Wind,300.00,2.08,28.27
APRAAVA ENERGY PRIVATE LIMITED (AEPL),Gujarat,Private,IPP,Wind,201.60,1.61,29.19
ASIPL WIND (BARANDA),Gujarat,Private,IPP,Wind,166.00,1.10,19.92
AWEK1L WIND (RATADIYA),Gujarat,Private,IPP,Wind,425.00,3.26,42.85
AWEKFL WIND (RATADIYA),Gujarat,Private,IPP,Wind,130.00,0.84,11.23
AWEMP1PL_PTNGR_IDR_W,Gujarat,Private,IPP,Wind,324.00,0.96,31.01
CPTTNPL WIND (DAYAPAR),Gujarat,Private,IPP,Wind,126.00,-0.48,2.57
GIWEL-II WIND (VADVA),Gujarat,Private,IPP,Wind,250.00,1.71,28.53
GIWEL-III WIND (NARANPAR),Gujarat,Private,IPP,Wind,300.00,2.25,34.26
IGESL_DAYAPAR_BHUJ_W,Gujarat,Private,IPP,Wind,250.00,2.18,36.32
NETRA_KOTDA_BHUJ_W,Gujarat,Private,IPP,Wind,161.10,0.80,16.51
NTPC_REL_DYPR_BHUJ_W,Gujarat,Private,IPP,Wind,50.00,0.24,2.38
OEPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,50.00,0.29,4.25
OKWPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,250.00,1.63,27.27
POWERICA WIND,Gujarat,Private,IPP,Wind,50.60,0.24,4.70
RENEW AP2 WIND (GHADSISA),Gujarat,Private,IPP,Wind,300.00,0.00,26.74
RENEW WIND (BHUVAD),Gujarat,Private,IPP,Wind,230.00,1.56,21.41
SITAC WIND,Gujarat,Private,IPP,Wind,300.00,2.62,34.48
SRIJAN WIND,Gujarat,Private,IPP,Wind,148.50,0.93,10.23
TORRENT SOLARGEN LIMITED,Gujarat,Private,IPP,Wind,115.00,-0.75,8.96
TPSOURY KWAI NMCH SI,Madhya Pradesh,Private,IPP,Solar,140.00,1.05,23.44
TPSOURY BRVD NMCH,Madhya Pradesh,Private,IPP,Solar,160.00,1.03,22.45
ARE41L PSS3 KPSI,Gujarat,Private,IPP,Wind,249.60,2.54,26.80
ACL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,200.00,1.64,28.04
BEETAM(TUTICORIN),Tamil Nadu,Private,IPP,Wind,220.00,0.38,19.27
GREEN INFRA,Tamil Nadu,Private,IPP,Wind,250.00,0.46,19.89
HIRITUR OSTRO,Tamil Nadu,Private,IPP,Wind,300.00,1.21,40.08
JSW RENEW ENERGY TWO LTD,Tamil Nadu,Private,IPP,Wind,130.00,0.72,30.90
KARUR_JSWRETWO_W,Tamil Nadu,Private,IPP,Wind,51.00,0.45,12.14
KOPPAL_AYANASIX_W,Karnataka,Private,IPP,Wind,50.00,0.20,4.01
KOPPAL_RENEWROSHNI_W,Karnataka,Private,IPP,Wind,73.00,0.24,21.32
MYTRA,Tamil Nadu,Private,IPP,Wind,250.00,0.28,13.51
ORANGE,Tamil Nadu,Private,IPP,Wind,200.00,0.22,12.78
PGLR_SREPL,Tamil Nadu,Private,IPP,Wind,300.00,0.11,9.26
TUTICORINJSWRENEWW,Tamil Nadu,Private,IPP,Wind,51.00,0.40,18.60
GRT,Tamil Nadu,Private,IPP,Solar,150.00,1.03,18.61
NTPC ETTAYAPURAM SOLAR PLANT,Tamil Nadu,Central,NTPC,Solar,230.00,1.57,30.42
RAMANGUNDAM SOLAR,Telangana,Central,NTPC,Solar,100.00,0.59,10.92
SIMHADRI SOLAR,Andhra Pradesh,Central,NTPC,Solar,25.00,0.08,1.98
KOPPAL RENEWOJAS Wind,Tamil Nadu,Private,IPP,Wind,277.00,0.48,29.31
KOPPAL SRI1PL,Karnataka,Private,IPP,Solar,120.00,1.06,23.48
IRCON SOLAR,Karnataka,Private,IPP,Solar,50.00,-1.07,-7.77
GADAG_VENA_W,Karnataka,Private,IPP,Wind,133.00,0.32,13.08
GADAG_VENA_S,Karnataka,Private,IPP,Solar,31.00,-0.11,-1.24
KURNOOL_AMGREEN_W,Andhra Pradesh,Private,IPP,Wind,53.00,0.95,23.95
KOPPAL_RENEWOJAS_S,Karnataka,Private,IPP,Solar,81.00,0.47,10.27
GADAG_RSPPL_W,Tamil Nadu,Private,IPP,Wind,66.00,0.10,8.97
GADAG_GREENINFRA_W,Tamil Nadu,Private,IPP,Wind,55.00,0.08,5.47
ADANIAPSEVEN,Andhra Pradesh,Private,IPP,Solar,250.00,1.87,35.08
ACME (BIWADI),Andhra Pradesh,Private,IPP,Solar,50.00,0.36,5.72
ACME (HISAR),Andhra Pradesh,Private,IPP,Solar,50.00,0.36,6.39
ACME (KARNAL),Andhra Pradesh,Private,IPP,Solar,50.00,0.35,6.07
AYANA,Andhra Pradesh,Private,IPP,Solar,250.00,1.89,36.46
AZURE,Andhra Pradesh,Private,IPP,Solar,50.00,0.29,5.40
IGS 1,Andhra Pradesh,Private,IPP,Solar,50.00,0.35,6.37
IGS 2,Andhra Pradesh,Private,IPP,Solar,50.00,0.35,6.57
NTPC,Andhra Pradesh,Central,NTPC,Solar,250.00,1.21,23.42
TATA POWER,Andhra Pradesh,Private,IPP,Solar,100.00,0.58,10.42
SPRING ANGITRA,Andhra Pradesh,Private,IPP,Solar,250.00,1.74,29.20
All ADYAH,Karnataka,Private,IPP,Solar,300.00,2.27,43.10
AMPLUS PAVAGADA,Karnataka,Private,IPP,Solar,50.00,0.38,7.43
AMPLUS TUMKUR,Karnataka,Private,IPP,Solar,50.00,0.37,7.43
AVAADA SOLAR,Karnataka,Private,IPP,Solar,150.00,1.06,21.28
AVAADA SOLARISE,Karnataka,Private,IPP,Solar,150.00,1.08,21.47
AZURE POWER EARTH,Karnataka,Private,IPP,Solar,100.00,0.51,14.13
FORTUM FIN SURYA,Karnataka,Private,IPP,Solar,100.00,0.67,12.79
FORTUM SOLAR,Karnataka,Private,IPP,Solar,250.00,0.23,6.70
KREDL,Karnataka,Private,IPP,Solar,50.00,0.76,14.72
PARAMPUJYA,Karnataka,Private,IPP,Solar,150.00,0.36,6.99
RENEW TN2,Karnataka,Private,IPP,Solar,50.00,1.46,28.44
SBG ENERGY,Karnataka,Private,IPP,Solar,200.00,1.81,35.37
TATA RENEWABLES,Karnataka,Private,IPP,Solar,400.00,2.65,51.83
YARROW,Karnataka,Private,IPP,Solar,50.00,0.36,7.42
