Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,13-January-25,"Cumulative Generation
during Jan 2025"
SHERISHA RAIPUR,Chhattisgarh,Private,IPP,Solar,50.00,0.19,3.71
SOLAPUR SOLAR PV PROJECT,Maharashtra,Central,NTPC,Solar,10.00,0.00,0.05
TPREL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.63,8.56
ADANI WIND ENERGY KUTCHH FOUR LTD,Gujarat,Private,IPP,Wind,203.70,4.27,24.31
ALFANAR WIND (NANAVALKA),Gujarat,Private,IPP,Wind,300.00,2.74,19.85
APRAAVA ENERGY PRIVATE LIMITED (AEPL),Gujarat,Private,IPP,Wind,201.60,5.15,27.68
ASIPL WIND (BARANDA),Gujarat,Private,IPP,Wind,166.00,2.43,15.89
AWEK1L WIND (RATADIYA),Gujarat,Private,IPP,Wind,425.00,5.82,36.03
AWEKFL WIND (RATADIYA),Gujarat,Private,IPP,Wind,130.00,1.39,9.07
AWEMP1PL_PTNGR_IDR_W,Gujarat,Private,IPP,Wind,324.00,1.74,21.43
CPTTNPL WIND (DAYAPAR),Gujarat,Private,IPP,Wind,126.00,0.06,3.52
GIWEL-II WIND (VADVA),Gujarat,Private,IPP,Wind,250.00,3.55,19.33
GIWEL-III WIND (NARANPAR),Gujarat,Private,IPP,Wind,300.00,3.66,21.13
IGESL_DAYAPAR_BHUJ_W,Gujarat,Private,IPP,Wind,250.00,2.18,27.06
NETRA_KOTDA_BHUJ_W,Gujarat,Private,IPP,Wind,161.10,2.74,17.54
NTPC_REL_DYPR_BHUJ_W,Gujarat,Private,IPP,Wind,50.00,0.17,1.14
OEPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,50.00,0.64,3.78
OKWPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,250.00,4.07,22.49
POWERICA WIND,Gujarat,Private,IPP,Wind,50.60,0.95,4.62
RENEW AP2 WIND (GHADSISA),Gujarat,Private,IPP,Wind,300.00,0.00,12.52
RENEW WIND (BHUVAD),Gujarat,Private,IPP,Wind,230.00,3.17,18.38
SITAC WIND,Gujarat,Private,IPP,Wind,300.00,3.96,24.20
SRIJAN WIND,Gujarat,Private,IPP,Wind,148.50,1.41,8.09
TORRENT SOLARGEN LIMITED,Gujarat,Private,IPP,Wind,115.00,1.83,12.47
TPSOURY KWAI NMCH SI,Madhya Pradesh,Private,IPP,Solar,140.00,0.86,12.30
TPSOURY BRVD NMCH,Madhya Pradesh,Private,IPP,Solar,160.00,0.85,11.98
ARE41L PSS3 KPSI,Gujarat,Private,IPP,Wind,249.60,2.41,17.92
ACL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,200.00,0.98,10.38
BEETAM(TUTICORIN),Tamil Nadu,Private,IPP,Wind,220.00,1.71,18.35
GREEN INFRA,Tamil Nadu,Private,IPP,Wind,250.00,2.14,22.87
HIRITUR OSTRO,Tamil Nadu,Private,IPP,Wind,300.00,2.46,31.98
JSW RENEW ENERGY TWO LTD,Tamil Nadu,Private,IPP,Wind,130.00,2.94,34.11
KARUR_JSWRETWO_W,Tamil Nadu,Private,IPP,Wind,51.00,0.16,-0.55
KOPPAL_AYANASIX_W,Karnataka,Private,IPP,Wind,50.00,1.39,20.23
KOPPAL_RENEWROSHNI_W,Karnataka,Private,IPP,Wind,73.00,2.01,24.86
MYTRA,Tamil Nadu,Private,IPP,Wind,250.00,1.25,14.31
ORANGE,Tamil Nadu,Private,IPP,Wind,200.00,1.45,15.06
PGLR_SREPL,Tamil Nadu,Private,IPP,Wind,300.00,0.21,3.90
TUTICORINJSWRENEWW,Tamil Nadu,Private,IPP,Wind,51.00,1.54,17.66
GRT,Tamil Nadu,Private,IPP,Solar,150.00,0.71,10.30
NTPC ETTAYAPURAM SOLAR PLANT,Tamil Nadu,Central,NTPC,Solar,230.00,1.07,16.80
RAMANGUNDAM SOLAR,Telangana,Central,NTPC,Solar,100.00,0.60,13.97
SIMHADRI SOLAR,Andhra Pradesh,Central,NTPC,Solar,25.00,0.03,0.39
KOPPAL RENEWOJAS Wind,Tamil Nadu,Private,IPP,Wind,277.00,2.22,29.65
KOPPAL SRI1PL,Karnataka,Private,IPP,Solar,120.00,1.03,13.88
IRCON SOLAR,Karnataka,Private,IPP,Solar,50.00,-0.86,-6.27
GADAG_VENA_W,Karnataka,Private,IPP,Wind,133.00,0.86,9.52
GADAG_VENA_S,Karnataka,Private,IPP,Solar,31.00,0.00,0.00
KURNOOL_AMGREEN_W,Andhra Pradesh,Private,IPP,Wind,53.00,1.11,13.91
KOPPAL_RENEWOJAS_S,Karnataka,Private,IPP,Solar,81.00,0.49,6.21
ADANIAPSEVEN,Andhra Pradesh,Private,IPP,Solar,250.00,1.21,19.56
ACME (BIWADI),Andhra Pradesh,Private,IPP,Solar,50.00,0.24,5.19
ACME (HISAR),Andhra Pradesh,Private,IPP,Solar,50.00,0.24,4.97
ACME (KARNAL),Andhra Pradesh,Private,IPP,Solar,50.00,0.23,4.86
AYANA,Andhra Pradesh,Private,IPP,Solar,250.00,1.41,20.38
AZURE,Andhra Pradesh,Private,IPP,Solar,50.00,0.20,3.90
IGS 1,Andhra Pradesh,Private,IPP,Solar,50.00,0.23,4.80
IGS 2,Andhra Pradesh,Private,IPP,Solar,50.00,0.25,4.71
NTPC,Andhra Pradesh,Central,NTPC,Solar,250.00,0.86,13.23
TATA POWER,Andhra Pradesh,Private,IPP,Solar,100.00,0.42,8.44
SPRING ANGITRA,Andhra Pradesh,Private,IPP,Solar,250.00,1.21,18.33
All ADYAH,Karnataka,Private,IPP,Solar,300.00,2.01,27.48
AMPLUS PAVAGADA,Karnataka,Private,IPP,Solar,50.00,0.30,4.43
AMPLUS TUMKUR,Karnataka,Private,IPP,Solar,50.00,0.29,4.39
AVAADA SOLAR,Karnataka,Private,IPP,Solar,150.00,0.91,12.43
AVAADA SOLARISE,Karnataka,Private,IPP,Solar,150.00,0.88,12.68
AZURE POWER EARTH,Karnataka,Private,IPP,Solar,100.00,0.65,8.99
FORTUM FIN SURYA,Karnataka,Private,IPP,Solar,100.00,0.56,7.94
FORTUM SOLAR,Karnataka,Private,IPP,Solar,250.00,0.29,4.09
KREDL,Karnataka,Private,IPP,Solar,50.00,0.63,11.15
PARAMPUJYA,Karnataka,Private,IPP,Solar,150.00,0.27,4.07
RENEW TN2,Karnataka,Private,IPP,Solar,50.00,1.18,16.89
SBG ENERGY,Karnataka,Private,IPP,Solar,200.00,1.51,21.13
TATA RENEWABLES,Karnataka,Private,IPP,Solar,400.00,2.21,31.16
YARROW,Karnataka,Private,IPP,Solar,50.00,0.30,4.47
