Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,03-February-25,"Cumulative Generation
during Feb 2025"
ADANI HYBRID ENERGY JAISALMER ONE LIMITED SOLAR,Rajasthan,Private,IPP,Solar,360.00,2.58,7.55
ADANI HYBRID ENERGY JAISALMER ONE LIMITED WIND,Rajasthan,Private,IPP,Wind,101.00,0.93,3.19
ADANI HYBRID ENERGY JAISALMER THREE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.09,6.13
ADANI HYBRID ENERGY JAISALMER THREE LIMITED WIND,Rajasthan,Private,IPP,Wind,75.00,0.71,2.62
ADANI HYBRID ENERGY JAISALMER TWO LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.19,6.51
ADANI HYBRID ENERGY JAISALMER TWO LIMITED WIND,Rajasthan,Private,IPP,Wind,75.00,0.68,2.42
ADANI JAISALMER ONE SEPL SOLAR,Rajasthan,Private,IPP,Solar,422.00,3.02,8.93
ADANI JAISALMER ONE SEPL WIND,Rajasthan,Private,IPP,Wind,105.00,0.97,3.23
SERENTICA RENEWABLES INDIA 4 PRIVATE LIMITED_BKN2,Rajasthan,Private,IPP,Solar,125.00,1.02,3.15
TRANSITION GREEN ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.49,1.54
TRANSITION SUSTAINABLE ENERGY SERVICES PVT LTD,Rajasthan,Private,IPP,Solar,100.00,0.26,0.80
AMP Green Energy Five Pvt Ltd,Rajasthan,Private,IPP,Solar,100.00,0.57,1.76
Adani Green Energy Twenty Five Ltd,Rajasthan,Private,IPP,Solar,250.00,1.62,5.00
Juniper Green Cosmic Pvt Ltd,Rajasthan,Private,IPP,Solar,100.00,0.61,1.88
ACME DEOGHAR SOLAR POWER PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.12,6.16
ACME PHALODI SOLAR ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.09,5.92
TRANSITION SUSTAINABLE ENERGY SERVICES ONE PVT LTD,Rajasthan,Private,IPP,Solar,45.00,0.27,0.83
SERENTICA RENEWABLES INDIA 5 PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,220.00,1.04,3.20
ACME RAISAR SOLAR ENERGY PRIVATE LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,300.00,2.06,5.83
ACME DHAULPUR POWERTECH PRIVATE LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,300.00,2.06,5.81
ADANI GREEN ENERGY TWENTY FOUR LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,345.00,1.71,6.12
AGE25AL_PSS2_KPS1_SI,Gujarat,Private,IPP,Solar,224.65,2.21,6.44
AGE25BL_PSS2_KPS1_SI,Gujarat,Private,IPP,Solar,237.00,0.49,7.24
AGE26AL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,62.50,0.09,0.26
AGE26BL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,100.10,0.73,2.10
ARE55L_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,187.50,1.15,3.24
AREH4L_PSS1_KPS1,Gujarat,Private,IPP,Solar,1000.00,7.56,21.86
ARINSUN SOLAR (BARSAITADESH),Madhya Pradesh,Private,IPP,Solar,250.00,1.61,4.65
ATHENA SOLAR,Madhya Pradesh,Private,IPP,Solar,250.00,1.57,4.51
AVAADA_AGAR_RUMS_S,Madhya Pradesh,Private,IPP,Solar,200.00,0.64,3.59
BEEMPOW_AGAR_RUMS_S,Madhya Pradesh,Private,IPP,Solar,350.00,2.29,7.21
ESPL_RSP SOLAR,Gujarat,Private,IPP,Solar,200.00,1.36,4.08
GANDHAR SOLAR,Gujarat,Private,IPP,Solar,20.00,0.13,0.40
GIPCL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.70,2.11
GSEC 2,Gujarat,Private,IPP,Solar,100.00,0.47,1.40
GSECL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.46,1.37
KAWAS SOLAR,Gujarat,Central,NTPC,Solar,56.00,0.33,1.03
MAHINDRA SOLAR (BADWAR),Madhya Pradesh,Private,IPP,Solar,250.00,1.50,4.32
MASAYA SOLAR,Madhya Pradesh,Private,IPP,Solar,300.00,1.91,5.78
SGEL_RSP_S,Gujarat,Private,IPP,Solar,75.00,0.67,2.01
SHERISHA RAIPUR,Chhattisgarh,Private,IPP,Solar,50.00,0.27,0.82
SOLAPUR SOLAR PV PROJECT,Maharashtra,Central,NTPC,Solar,10.00,0.00,0.00
TPREL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.70,2.09
ADANI WIND ENERGY KUTCHH FOUR LTD,Gujarat,Private,IPP,Wind,203.70,0.99,4.41
ALFANAR WIND (NANAVALKA),Gujarat,Private,IPP,Wind,300.00,1.13,4.39
APRAAVA ENERGY PRIVATE LIMITED (AEPL),Gujarat,Private,IPP,Wind,201.60,0.65,2.73
ASIPL WIND (BARANDA),Gujarat,Private,IPP,Wind,166.00,1.15,3.61
AWEK1L WIND (RATADIYA),Gujarat,Private,IPP,Wind,425.00,1.48,6.04
AWEKFL WIND (RATADIYA),Gujarat,Private,IPP,Wind,130.00,0.30,1.52
AWEMP1PL_PTNGR_IDR_W,Gujarat,Private,IPP,Wind,324.00,1.45,2.32
CPTTNPL WIND (DAYAPAR),Gujarat,Private,IPP,Wind,126.00,-0.23,0.45
GIWEL-II WIND (VADVA),Gujarat,Private,IPP,Wind,250.00,1.02,3.58
GIWEL-III WIND (NARANPAR),Gujarat,Private,IPP,Wind,300.00,0.97,3.90
IGESL_DAYAPAR_BHUJ_W,Gujarat,Private,IPP,Wind,250.00,2.18,6.54
NETRA_KOTDA_BHUJ_W,Gujarat,Private,IPP,Wind,161.10,1.06,3.23
NTPC_REL_DYPR_BHUJ_W,Gujarat,Private,IPP,Wind,50.00,0.04,0.28
OEPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,50.00,0.16,0.61
OKWPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,250.00,1.11,4.05
POWERICA WIND,Gujarat,Private,IPP,Wind,50.60,0.07,0.43
RENEW AP2 WIND (GHADSISA),Gujarat,Private,IPP,Wind,300.00,1.20,4.43
RENEW WIND (BHUVAD),Gujarat,Private,IPP,Wind,230.00,1.00,2.83
SITAC WIND,Gujarat,Private,IPP,Wind,300.00,1.27,5.73
SRIJAN WIND,Gujarat,Private,IPP,Wind,148.50,0.27,1.36
TORRENT SOLARGEN LIMITED,Gujarat,Private,IPP,Wind,115.00,0.23,1.09
TPSOURY KWAI NMCH SI,Madhya Pradesh,Private,IPP,Solar,140.00,1.12,3.54
TPSOURY BRVD NMCH,Madhya Pradesh,Private,IPP,Solar,160.00,1.05,3.38
ARE41L PSS3 KPSI,Gujarat,Private,IPP,Wind,249.60,1.15,4.94
ACL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,200.00,1.41,3.93
BEETAM(TUTICORIN),Tamil Nadu,Private,IPP,Wind,220.00,0.58,2.03
GREEN INFRA,Tamil Nadu,Private,IPP,Wind,250.00,0.79,2.61
HIRITUR OSTRO,Tamil Nadu,Private,IPP,Wind,300.00,0.00,3.54
JSW RENEW ENERGY TWO LTD,Tamil Nadu,Private,IPP,Wind,130.00,0.95,3.23
KARUR_JSWRETWO_W,Tamil Nadu,Private,IPP,Wind,51.00,0.65,2.02
KOPPAL_AYANASIX_W,Karnataka,Private,IPP,Wind,50.00,0.21,0.61
KOPPAL_RENEWROSHNI_W,Karnataka,Private,IPP,Wind,73.00,1.62,2.83
MYTRA,Tamil Nadu,Private,IPP,Wind,250.00,0.37,1.42
ORANGE,Tamil Nadu,Private,IPP,Wind,200.00,0.46,1.10
PGLR_SREPL,Tamil Nadu,Private,IPP,Wind,300.00,0.44,1.41
TUTICORINJSWRENEWW,Tamil Nadu,Private,IPP,Wind,51.00,0.42,1.71
GRT,Tamil Nadu,Private,IPP,Solar,150.00,0.91,2.67
NTPC ETTAYAPURAM SOLAR PLANT,Tamil Nadu,Central,NTPC,Solar,230.00,1.43,4.32
RAMANGUNDAM SOLAR,Telangana,Central,NTPC,Solar,100.00,0.61,1.80
SIMHADRI SOLAR,Andhra Pradesh,Central,NTPC,Solar,25.00,0.17,0.51
KOPPAL RENEWOJAS Wind,Tamil Nadu,Private,IPP,Wind,277.00,2.05,4.48
KOPPAL SRI1PL,Karnataka,Private,IPP,Solar,120.00,1.36,3.81
IRCON SOLAR,Karnataka,Private,IPP,Solar,50.00,-1.13,1.02
GADAG_VENA_W,Karnataka,Private,IPP,Wind,133.00,0.76,2.15
GADAG_VENA_S,Karnataka,Private,IPP,Solar,31.00,-0.11,0.00
KURNOOL_AMGREEN_W,Andhra Pradesh,Private,IPP,Wind,53.00,1.36,4.83
KOPPAL_RENEWOJAS_S,Karnataka,Private,IPP,Solar,81.00,0.57,1.61
GADAG_RSPPL_W,Tamil Nadu,Private,IPP,Wind,66.00,0.53,1.05
GADAG_GREENINFRA_W,Tamil Nadu,Private,IPP,Wind,55.00,0.35,0.97
ADANIAPSEVEN,Andhra Pradesh,Private,IPP,Solar,250.00,1.96,4.77
ACME (BIWADI),Andhra Pradesh,Private,IPP,Solar,50.00,0.02,0.76
ACME (HISAR),Andhra Pradesh,Private,IPP,Solar,50.00,0.41,1.07
ACME (KARNAL),Andhra Pradesh,Private,IPP,Solar,50.00,0.38,1.01
AYANA,Andhra Pradesh,Private,IPP,Solar,250.00,2.01,5.94
AZURE,Andhra Pradesh,Private,IPP,Solar,50.00,0.31,0.92
IGS 1,Andhra Pradesh,Private,IPP,Solar,50.00,0.38,1.00
IGS 2,Andhra Pradesh,Private,IPP,Solar,50.00,0.39,1.15
NTPC,Andhra Pradesh,Central,NTPC,Solar,250.00,1.38,3.99
TATA POWER,Andhra Pradesh,Private,IPP,Solar,100.00,0.67,1.76
SPRING ANGITRA,Andhra Pradesh,Private,IPP,Solar,250.00,1.80,5.42
All ADYAH,Karnataka,Private,IPP,Solar,300.00,2.54,7.38
AMPLUS PAVAGADA,Karnataka,Private,IPP,Solar,50.00,0.41,1.21
AMPLUS TUMKUR,Karnataka,Private,IPP,Solar,50.00,0.41,1.20
AVAADA SOLAR,Karnataka,Private,IPP,Solar,150.00,1.17,3.42
AVAADA SOLARISE,Karnataka,Private,IPP,Solar,150.00,1.18,3.44
AZURE POWER EARTH,Karnataka,Private,IPP,Solar,100.00,0.81,1.95
FORTUM FIN SURYA,Karnataka,Private,IPP,Solar,100.00,0.73,2.14
FORTUM SOLAR,Karnataka,Private,IPP,Solar,250.00,0.38,1.11
KREDL,Karnataka,Private,IPP,Solar,50.00,0.85,2.47
PARAMPUJYA,Karnataka,Private,IPP,Solar,150.00,0.37,0.91
RENEW TN2,Karnataka,Private,IPP,Solar,50.00,1.54,4.51
SBG ENERGY,Karnataka,Private,IPP,Solar,200.00,1.96,5.71
TATA RENEWABLES,Karnataka,Private,IPP,Solar,400.00,2.81,8.26
YARROW,Karnataka,Private,IPP,Solar,50.00,0.41,1.22
